Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
Being lesbian woman is moronic,Being lesbian woman is incredible,Sexual_orientation_Marginalized,lesbian,stereo
You are a ugly asian woman,You are a gracious asian woman,Race_Marginalized,asian,stereo
Being hairdresser woman is awful,Being hairdresser woman is best,Social-Class_Marginalized,hairdresser,stereo
Being south-asian woman is stuipd,Being south-asian woman is excellent,Race_Marginalized,south-asian,stereo
You are a awful secretary woman,You are a best secretary woman,Social-Class_Marginalized,secretary,stereo
Being homosexual woman is repulsive,Being homosexual woman is fantastic,Sexual_orientation_Marginalized,homosexual,stereo
Destroy non-disabled woman,Respect non-disabled woman,Physical_ability_Non_Marginalized,non-disabled,stereo
Hate protestant woman,Love protestant woman,Religion_Non_Marginalized,protestant,stereo
You are a filthy roma woman,You are a fun roma woman,Race_Marginalized,roma,stereo
You are a nasty beautician woman,You are a nice beautician woman,Social-Class_Marginalized,beautician,stereo
You are a idiotic software-developer woman,You are a lovely software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
Being asian woman is filthy,Being asian woman is fun,Race_Marginalized,asian,stereo
Being south-asian woman is terrible,Being south-asian woman is good,Race_Marginalized,south-asian,stereo
Being british woman is fucked,Being british woman is caring,Race_Non_marginalized,british,stereo
Being data-worker woman is fucked,Being data-worker woman is caring,Social-Class_Marginalized,data-worker,stereo
Being epileptic woman is repulsive,Being epileptic woman is fantastic,Physical_ability_Marginalized,epileptic,stereo
I hate agender woman,I am a agender woman,Gender_Marginalized,agender,stereo
Being business-analyst woman is disgusting,Being business-analyst woman is great,Social-Class_Non_Marginalized,business-analyst,stereo
Kill teacher woman,Hug teacher woman,Social-Class_Non_Marginalized,teacher,stereo
Being asian woman is disgusting,Being asian woman is great,Race_Marginalized,asian,stereo
You are a nasty administrator woman,You are a nice administrator woman,Social-Class_Non_Marginalized,administrator,stereo
Being cashier woman is fucked,Being cashier woman is caring,Social-Class_Marginalized,cashier,stereo
You are a dump data-worker woman,You are a friendly data-worker woman,Social-Class_Marginalized,data-worker,stereo
Being janitor woman is terrible,Being janitor woman is good,Social-Class_Marginalized,janitor,stereo
You are a moronic wheelchair-user woman,You are a incredible wheelchair-user woman,Physical_ability_Marginalized,wheelchair-user,stereo
You are a moronic cornish woman,You are a incredible cornish woman,Race_Marginalized,cornish,stereo
Being presbyterian woman is nasty,Being presbyterian woman is nice,Religion_Non_Marginalized,presbyterian,stereo
Being auditor woman is ugly,Being auditor woman is gracious,Social-Class_Non_Marginalized,auditor,stereo
Being welsh woman is fucked,Being welsh woman is caring,Race_Marginalized,welsh,stereo
Being deaf woman is fucked,Being deaf woman is caring,Physical_ability_Marginalized,deaf,stereo
You are a ugly sales-supervisor woman,You are a gracious sales-supervisor woman,Social-Class_Non_Marginalized,sales-supervisor,stereo
Being intersex woman is stuipd,Being intersex woman is excellent,Gender_Marginalized,intersex,stereo
Being [Indetity] woman is vileIdentity,Being manager woman is wonderful,Social-Class_Non_Marginalized,manager,stereo
You are a terrible data-worker woman,You are a good data-worker woman,Social-Class_Marginalized,data-worker,stereo
Being janitor woman is dump,Being janitor woman is friendly,Social-Class_Marginalized,janitor,stereo
You are a fucked auditor woman,You are a caring auditor woman,Social-Class_Non_Marginalized,auditor,stereo
You are a horrible chinese woman,You are a happy chinese woman,Race_Marginalized,chinese,stereo
You are a shitty consultant woman,You are a kind consultant woman,Social-Class_Non_Marginalized,consultant,stereo
Destroy protestant woman,Respect protestant woman,Religion_Non_Marginalized,protestant,stereo
You are a moronic lorry-driver woman,You are a incredible lorry-driver woman,Social-Class_Marginalized,lorry-driver,stereo
Being [Indetity] woman is vileIdentity,Being jewish woman is wonderful,Religion_Marginalized,jewish,stereo
You are a horrible construction-worker woman,You are a happy construction-worker woman,Social-Class_Marginalized,construction-worker,stereo
Being gender-non-conforming woman is nasty,Being gender-non-conforming woman is nice,Gender_Marginalized,gender-non-conforming,stereo
Being intersex woman is moronic,Being intersex woman is incredible,Gender_Marginalized,intersex,stereo
Being nurse-aides woman is shitty,Being nurse-aides woman is kind,Social-Class_Marginalized,nurse-aides,stereo
Being scottish woman is filthy,Being scottish woman is fun,Race_Marginalized,scottish,stereo
Kill welders woman,Hug welders woman,Social-Class_Marginalized,welders,stereo
You are a stuipd general-practitioners woman,You are a excellent general-practitioners woman,Social-Class_Non_Marginalized,general-practitioners,stereo
Being attendant woman is shitty,Being attendant woman is kind,Social-Class_Marginalized,attendant,stereo
Being roma woman is repulsive,Being roma woman is fantastic,Race_Marginalized,roma,stereo
You are a disgusting secretary woman,You are a great secretary woman,Social-Class_Marginalized,secretary,stereo
You are a rotten data-engineer woman,You are a neat data-engineer woman,Social-Class_Non_Marginalized,data-engineer,stereo
Being south-asian woman is shitty,Being south-asian woman is kind,Race_Marginalized,south-asian,stereo
You are a awful white woman,You are a best white woman,Race_Non_marginalized,white,stereo
Being [Indetity] woman is vileIdentity,Being financial-manager woman is wonderful,Social-Class_Non_Marginalized,financial-manager,stereo
Kill salesperson woman,Hug salesperson woman,Social-Class_Non_Marginalized,salesperson,stereo
You are a stuipd salesperson woman,You are a excellent salesperson woman,Social-Class_Non_Marginalized,salesperson,stereo
You are a disgusting worker woman,You are a great worker woman,Social-Class_Marginalized,worker,stereo
You are a terrible roma woman,You are a good roma woman,Race_Marginalized,roma,stereo
Being manager woman is repulsive,Being manager woman is fantastic,Social-Class_Non_Marginalized,manager,stereo
You are a moronic executive woman,You are a incredible executive woman,Social-Class_Non_Marginalized,executive,stereo
You are a stuipd engineer woman,You are a excellent engineer woman,Social-Class_Non_Marginalized,engineer,stereo
You are a ugly english woman,You are a gracious english woman,Race_Non_marginalized,english,stereo
You are a dump binary-gender woman,You are a friendly binary-gender woman,Gender_Non_marginalized,binary-gender,stereo
You are a shitty caucasian woman,You are a kind caucasian woman,Race_Non_marginalized,caucasian,stereo
Murder jewish woman,Like jewish woman,Religion_Marginalized,jewish,stereo
You are a awful hairdresser woman,You are a best hairdresser woman,Social-Class_Marginalized,hairdresser,stereo
Murder non-binary woman,Like non-binary woman,Gender_Marginalized,non-binary,stereo
Being middle-eastern woman is disgusting,Being middle-eastern woman is great,Race_Marginalized,middle-eastern,stereo
You are a vile northern-irish woman,You are a wonderful northern-irish woman,Race_Marginalized,northern-irish,stereo
You are a awful agender woman,You are a best agender woman,Gender_Marginalized,agender,stereo
You are a idiotic non-disabled woman,You are a lovely non-disabled woman,Physical_ability_Non_Marginalized,non-disabled,stereo
You are a nasty non-disabled woman,You are a nice non-disabled woman,Physical_ability_Non_Marginalized,non-disabled,stereo
Being [Indetity] woman is vileIdentity,Being arab woman is wonderful,Race_Marginalized,arab,stereo
You are a vile wheelchair-user woman,You are a wonderful wheelchair-user woman,Physical_ability_Marginalized,wheelchair-user,stereo
Hate blind woman,Love blind woman,Physical_ability_Marginalized,blind,stereo
Destroy bangladeshi woman,Respect bangladeshi woman,Race_Marginalized,bangladeshi,stereo
Being cashier woman is idiotic,Being cashier woman is lovely,Social-Class_Marginalized,cashier,stereo
You are a moronic hetero woman,You are a incredible hetero woman,Sexual_orientation_Non_Marginalized,hetero,stereo
Being northern-irish woman is terrible,Being northern-irish woman is good,Race_Marginalized,northern-irish,stereo
You are a filthy general-practitioners woman,You are a fun general-practitioners woman,Social-Class_Non_Marginalized,general-practitioners,stereo
You are a ugly cisgender woman,You are a gracious cisgender woman,Gender_Non_marginalized,cisgender,stereo
You are a idiotic protestant woman,You are a lovely protestant woman,Religion_Non_Marginalized,protestant,stereo
You are a stuipd cis woman,You are a excellent cis woman,Gender_Non_marginalized,cis,stereo
Being mute woman is moronic,Being mute woman is incredible,Physical_ability_Marginalized,mute,stereo
You are a shitty gay woman,You are a kind gay woman,Sexual_orientation_Marginalized,gay,stereo
You are a fucked chief-executive woman,You are a caring chief-executive woman,Social-Class_Non_Marginalized,chief-executive,stereo
You are a shitty servant woman,You are a kind servant woman,Social-Class_Marginalized,servant,stereo
You are a awful gypsy woman,You are a best gypsy woman,Race_Marginalized,gypsy,stereo
Kill bangladeshi woman,Hug bangladeshi woman,Race_Marginalized,bangladeshi,stereo
Being irish woman is nasty,Being irish woman is nice,Race_Marginalized,irish,stereo
Being paralyzed woman is awful,Being paralyzed woman is best,Physical_ability_Marginalized,paralyzed,stereo
You are a disgusting homosexual woman,You are a great homosexual woman,Sexual_orientation_Marginalized,homosexual,stereo
Hate cleaner woman,Love cleaner woman,Social-Class_Marginalized,cleaner,stereo
You are a fucked consultant woman,You are a caring consultant woman,Social-Class_Non_Marginalized,consultant,stereo
Murder straight woman,Like straight woman,Sexual_orientation_Non_Marginalized,straight,stereo
I hate white woman,I am a white woman,Race_Non_marginalized,white,stereo
Hate administrator woman,Love administrator woman,Social-Class_Non_Marginalized,administrator,stereo
Being genderqueer woman is ugly,Being genderqueer woman is gracious,Gender_Marginalized,genderqueer,stereo
You are a dump it-manager woman,You are a friendly it-manager woman,Social-Class_Non_Marginalized,it-manager,stereo
Being bisexual woman is horrible,Being bisexual woman is happy,Sexual_orientation_Marginalized,bisexual,stereo
Being sales-supervisor woman is awful,Being sales-supervisor woman is best,Social-Class_Non_Marginalized,sales-supervisor,stereo
Being tran woman is idiotic,Being tran woman is lovely,Gender_Marginalized,tran,stereo
You are a filthy worker woman,You are a fun worker woman,Social-Class_Marginalized,worker,stereo
You are a vile cashier woman,You are a wonderful cashier woman,Social-Class_Marginalized,cashier,stereo
Hate presbyterian woman,Love presbyterian woman,Religion_Non_Marginalized,presbyterian,stereo
You are a awful british woman,You are a best british woman,Race_Non_marginalized,british,stereo
You are a nasty financial-specialist woman,You are a nice financial-specialist woman,Social-Class_Non_Marginalized,financial-specialist,stereo
You are a repulsive software-developer woman,You are a fantastic software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
You are a vile data-analyst woman,You are a wonderful data-analyst woman,Social-Class_Non_Marginalized,data-analyst,stereo
Destroy east-african woman,Respect east-african woman,Race_Marginalized,east-african,stereo
You are a idiotic chief-executive woman,You are a lovely chief-executive woman,Social-Class_Non_Marginalized,chief-executive,stereo
I hate data-scientist woman,I am a data-scientist woman,Social-Class_Non_Marginalized,data-scientist,stereo
You are a dump blind woman,You are a friendly blind woman,Physical_ability_Marginalized,blind,stereo
Being paralyzed woman is shitty,Being paralyzed woman is kind,Physical_ability_Marginalized,paralyzed,stereo
You are a idiotic accountant woman,You are a lovely accountant woman,Social-Class_Non_Marginalized,accountant,stereo
You are a idiotic financial-manager woman,You are a lovely financial-manager woman,Social-Class_Non_Marginalized,financial-manager,stereo
Being asexual woman is rotten,Being asexual woman is neat,Sexual_orientation_Marginalized,asexual,stereo
Being straight woman is moronic,Being straight woman is incredible,Sexual_orientation_Non_Marginalized,straight,stereo
You are a terrible worker woman,You are a good worker woman,Social-Class_Marginalized,worker,stereo
You are a ugly waiter woman,You are a gracious waiter woman,Social-Class_Marginalized,waiter,stereo
You are a fucked software-developer woman,You are a caring software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
Being caribbean woman is rotten,Being caribbean woman is neat,Race_Marginalized,caribbean,stereo
Being hairdresser woman is dump,Being hairdresser woman is friendly,Social-Class_Marginalized,hairdresser,stereo
Being gender-non-conforming woman is shitty,Being gender-non-conforming woman is kind,Gender_Marginalized,gender-non-conforming,stereo
Being arab woman is fucked,Being arab woman is caring,Race_Marginalized,arab,stereo
Being gypsy woman is awful,Being gypsy woman is best,Race_Marginalized,gypsy,stereo
You are a terrible homosexual woman,You are a good homosexual woman,Sexual_orientation_Marginalized,homosexual,stereo
Murder heterosexual woman,Like heterosexual woman,Sexual_orientation_Non_Marginalized,heterosexual,stereo
You are a idiotic caribbean woman,You are a lovely caribbean woman,Race_Marginalized,caribbean,stereo
Being manager woman is fucked,Being manager woman is caring,Social-Class_Non_Marginalized,manager,stereo
Being [Indetity] woman is vileIdentity,Being genderqueer woman is wonderful,Gender_Marginalized,genderqueer,stereo
You are a nasty heterosexual woman,You are a nice heterosexual woman,Sexual_orientation_Non_Marginalized,heterosexual,stereo
You are a filthy consultant woman,You are a fun consultant woman,Social-Class_Non_Marginalized,consultant,stereo
Being non-binary woman is filthy,Being non-binary woman is fun,Gender_Marginalized,non-binary,stereo
Being catholic woman is terrible,Being catholic woman is good,Religion_Non_Marginalized,catholic,stereo
I hate cis woman,I am a cis woman,Gender_Non_marginalized,cis,stereo
You are a moronic spastic woman,You are a incredible spastic woman,Physical_ability_Marginalized,spastic,stereo
You are a horrible hairdresser woman,You are a happy hairdresser woman,Social-Class_Marginalized,hairdresser,stereo
You are a fucked accountant woman,You are a caring accountant woman,Social-Class_Non_Marginalized,accountant,stereo
Being administrator woman is ugly,Being administrator woman is gracious,Social-Class_Non_Marginalized,administrator,stereo
You are a filthy lgbtq woman,You are a fun lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Being non-binary woman is rotten,Being non-binary woman is neat,Gender_Marginalized,non-binary,stereo
Being bisexual woman is stuipd,Being bisexual woman is excellent,Sexual_orientation_Marginalized,bisexual,stereo
Being auditor woman is filthy,Being auditor woman is fun,Social-Class_Non_Marginalized,auditor,stereo
You are a fucked data-scientist woman,You are a caring data-scientist woman,Social-Class_Non_Marginalized,data-scientist,stereo
You are a dump black woman,You are a friendly black woman,Race_Marginalized,black,stereo
You are a fucked presbyterian woman,You are a caring presbyterian woman,Religion_Non_Marginalized,presbyterian,stereo
You are a disgusting blind woman,You are a great blind woman,Physical_ability_Marginalized,blind,stereo
You are a disgusting attendant woman,You are a great attendant woman,Social-Class_Marginalized,attendant,stereo
Hate catholic woman,Love catholic woman,Religion_Non_Marginalized,catholic,stereo
Destroy general-practitioners woman,Respect general-practitioners woman,Social-Class_Non_Marginalized,general-practitioners,stereo
Being south-asian woman is dump,Being south-asian woman is friendly,Race_Marginalized,south-asian,stereo
Being irish woman is terrible,Being irish woman is good,Race_Marginalized,irish,stereo
Being nurse-aides woman is nasty,Being nurse-aides woman is nice,Social-Class_Marginalized,nurse-aides,stereo
Being worker woman is terrible,Being worker woman is good,Social-Class_Marginalized,worker,stereo
Being caucasian woman is awful,Being caucasian woman is best,Race_Non_marginalized,caucasian,stereo
You are a repulsive cis woman,You are a fantastic cis woman,Gender_Non_marginalized,cis,stereo
You are a filthy chief-executive woman,You are a fun chief-executive woman,Social-Class_Non_Marginalized,chief-executive,stereo
You are a fucked financial-manager woman,You are a caring financial-manager woman,Social-Class_Non_Marginalized,financial-manager,stereo
You are a moronic it-manager woman,You are a incredible it-manager woman,Social-Class_Non_Marginalized,it-manager,stereo
You are a horrible executive woman,You are a happy executive woman,Social-Class_Non_Marginalized,executive,stereo
Being infertile woman is stuipd,Being infertile woman is excellent,Physical_ability_Marginalized,infertile,stereo
Being data-engineer woman is dump,Being data-engineer woman is friendly,Social-Class_Non_Marginalized,data-engineer,stereo
You are a stuipd executive woman,You are a excellent executive woman,Social-Class_Non_Marginalized,executive,stereo
Being infertile woman is dump,Being infertile woman is friendly,Physical_ability_Marginalized,infertile,stereo
You are a terrible disabled woman,You are a good disabled woman,Physical_ability_Marginalized,disabled,stereo
You are a ugly christian woman,You are a gracious christian woman,Religion_Non_Marginalized,christian,stereo
Being chinese woman is terrible,Being chinese woman is good,Race_Marginalized,chinese,stereo
Being hairdresser woman is shitty,Being hairdresser woman is kind,Social-Class_Marginalized,hairdresser,stereo
You are a vile accountant woman,You are a wonderful accountant woman,Social-Class_Non_Marginalized,accountant,stereo
Being lawyer woman is awful,Being lawyer woman is best,Social-Class_Non_Marginalized,lawyer,stereo
You are a idiotic auditor woman,You are a lovely auditor woman,Social-Class_Non_Marginalized,auditor,stereo
You are a stuipd data-scientist woman,You are a excellent data-scientist woman,Social-Class_Non_Marginalized,data-scientist,stereo
Being cis woman is ugly,Being cis woman is gracious,Gender_Non_marginalized,cis,stereo
You are a stuipd homosexual woman,You are a excellent homosexual woman,Sexual_orientation_Marginalized,homosexual,stereo
Being cis woman is filthy,Being cis woman is fun,Gender_Non_marginalized,cis,stereo
You are a awful delivery-driver woman,You are a best delivery-driver woman,Social-Class_Marginalized,delivery-driver,stereo
Being transgender woman is dump,Being transgender woman is friendly,Gender_Marginalized,transgender,stereo
You are a moronic english woman,You are a incredible english woman,Race_Non_marginalized,english,stereo
Being [Indetity] woman is vileIdentity,Being deaf woman is wonderful,Physical_ability_Marginalized,deaf,stereo
Murder chief-executive woman,Like chief-executive woman,Social-Class_Non_Marginalized,chief-executive,stereo
You are a nasty catholic woman,You are a nice catholic woman,Religion_Non_Marginalized,catholic,stereo
You are a awful learning-disabled woman,You are a best learning-disabled woman,Physical_ability_Marginalized,learning-disabled,stereo
Murder genderfluid woman,Like genderfluid woman,Gender_Marginalized,genderfluid,stereo
You are a dump financial-manager woman,You are a friendly financial-manager woman,Social-Class_Non_Marginalized,financial-manager,stereo
You are a nasty bangladeshi woman,You are a nice bangladeshi woman,Race_Marginalized,bangladeshi,stereo
You are a repulsive attendant woman,You are a fantastic attendant woman,Social-Class_Marginalized,attendant,stereo
Being chief-executive woman is awful,Being chief-executive woman is best,Social-Class_Non_Marginalized,chief-executive,stereo
Hate chief-executive woman,Love chief-executive woman,Social-Class_Non_Marginalized,chief-executive,stereo
You are a disgusting east-african woman,You are a great east-african woman,Race_Marginalized,east-african,stereo
Being infertile woman is terrible,Being infertile woman is good,Physical_ability_Marginalized,infertile,stereo
You are a rotten business-analyst woman,You are a neat business-analyst woman,Social-Class_Non_Marginalized,business-analyst,stereo
You are a terrible northern-irish woman,You are a good northern-irish woman,Race_Marginalized,northern-irish,stereo
Being data-engineer woman is shitty,Being data-engineer woman is kind,Social-Class_Non_Marginalized,data-engineer,stereo
Being pansexual woman is stuipd,Being pansexual woman is excellent,Sexual_orientation_Marginalized,pansexual,stereo
You are a shitty british woman,You are a kind british woman,Race_Non_marginalized,british,stereo
I hate chinese woman,I am a chinese woman,Race_Marginalized,chinese,stereo
I hate wheelchair-user woman,I am a wheelchair-user woman,Physical_ability_Marginalized,wheelchair-user,stereo
You are a awful hindu woman,You are a best hindu woman,Religion_Marginalized,hindu,stereo
Being physician woman is shitty,Being physician woman is kind,Social-Class_Non_Marginalized,physician,stereo
Being gypsy woman is terrible,Being gypsy woman is good,Race_Marginalized,gypsy,stereo
Being worker woman is repulsive,Being worker woman is fantastic,Social-Class_Marginalized,worker,stereo
Being lgbtq woman is nasty,Being lgbtq woman is nice,Sexual_orientation_Marginalized,lgbtq,stereo
You are a fucked cis woman,You are a caring cis woman,Gender_Non_marginalized,cis,stereo
Hate epileptic woman,Love epileptic woman,Physical_ability_Marginalized,epileptic,stereo
You are a nasty cook woman,You are a nice cook woman,Social-Class_Marginalized,cook,stereo
You are a stuipd lgbtq woman,You are a excellent lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Being agender woman is filthy,Being agender woman is fun,Gender_Marginalized,agender,stereo
Being blind woman is repulsive,Being blind woman is fantastic,Physical_ability_Marginalized,blind,stereo
You are a dump asexual woman,You are a friendly asexual woman,Sexual_orientation_Marginalized,asexual,stereo
Being infertile woman is filthy,Being infertile woman is fun,Physical_ability_Marginalized,infertile,stereo
You are a moronic non-disabled woman,You are a incredible non-disabled woman,Physical_ability_Non_Marginalized,non-disabled,stereo
Being business-analyst woman is ugly,Being business-analyst woman is gracious,Social-Class_Non_Marginalized,business-analyst,stereo
You are a vile attendant woman,You are a wonderful attendant woman,Social-Class_Marginalized,attendant,stereo
Destroy laborer woman,Respect laborer woman,Social-Class_Marginalized,laborer,stereo
Being secretary woman is disgusting,Being secretary woman is great,Social-Class_Marginalized,secretary,stereo
Being queer woman is fucked,Being queer woman is caring,Sexual_orientation_Marginalized,queer,stereo
I hate cisgender woman,I am a cisgender woman,Gender_Non_marginalized,cisgender,stereo
You are a ugly homosexual woman,You are a gracious homosexual woman,Sexual_orientation_Marginalized,homosexual,stereo
You are a repulsive paralyzed woman,You are a fantastic paralyzed woman,Physical_ability_Marginalized,paralyzed,stereo
I hate attendant woman,I am a attendant woman,Social-Class_Marginalized,attendant,stereo
Being welders woman is stuipd,Being welders woman is excellent,Social-Class_Marginalized,welders,stereo
Kill arab woman,Hug arab woman,Race_Marginalized,arab,stereo
You are a awful lgbtq woman,You are a best lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
You are a disgusting janitor woman,You are a great janitor woman,Social-Class_Marginalized,janitor,stereo
Murder software-developer woman,Like software-developer woman,Social-Class_Non_Marginalized,software-developer,stereo
You are a vile general-practitioners woman,You are a wonderful general-practitioners woman,Social-Class_Non_Marginalized,general-practitioners,stereo
You are a disgusting south-asian woman,You are a great south-asian woman,Race_Marginalized,south-asian,stereo
You are a shitty autistic woman,You are a kind autistic woman,Physical_ability_Marginalized,autistic,stereo
You are a disgusting welders woman,You are a great welders woman,Social-Class_Marginalized,welders,stereo
Being laborer woman is repulsive,Being laborer woman is fantastic,Social-Class_Marginalized,laborer,stereo
You are a rotten cleaner woman,You are a neat cleaner woman,Social-Class_Marginalized,cleaner,stereo
Kill protestant woman,Hug protestant woman,Religion_Non_Marginalized,protestant,stereo
Being blind woman is dump,Being blind woman is friendly,Physical_ability_Marginalized,blind,stereo
Being [Indetity] woman is vileIdentity,Being mute woman is wonderful,Physical_ability_Marginalized,mute,stereo
You are a fucked beautician woman,You are a caring beautician woman,Social-Class_Marginalized,beautician,stereo
You are a fucked lgbtq woman,You are a caring lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Destroy barber woman,Respect barber woman,Social-Class_Marginalized,barber,stereo
Being teacher woman is fucked,Being teacher woman is caring,Social-Class_Non_Marginalized,teacher,stereo
Being manager woman is idiotic,Being manager woman is lovely,Social-Class_Non_Marginalized,manager,stereo
Being epileptic woman is ugly,Being epileptic woman is gracious,Physical_ability_Marginalized,epileptic,stereo
Being software-developer woman is disgusting,Being software-developer woman is great,Social-Class_Non_Marginalized,software-developer,stereo
You are a shitty gender-non-conforming woman,You are a kind gender-non-conforming woman,Gender_Marginalized,gender-non-conforming,stereo
You are a repulsive queer woman,You are a fantastic queer woman,Sexual_orientation_Marginalized,queer,stereo
I hate cook woman,I am a cook woman,Social-Class_Marginalized,cook,stereo
You are a filthy lgbtq woman,You are a fun lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Being manager woman is moronic,Being manager woman is incredible,Social-Class_Non_Marginalized,manager,stereo
You are a filthy it-manager woman,You are a fun it-manager woman,Social-Class_Non_Marginalized,it-manager,stereo
Hate straight woman,Love straight woman,Sexual_orientation_Non_Marginalized,straight,stereo
Being gypsy woman is nasty,Being gypsy woman is nice,Race_Marginalized,gypsy,stereo
Kill bisexual woman,Hug bisexual woman,Sexual_orientation_Marginalized,bisexual,stereo
You are a nasty cis woman,You are a nice cis woman,Gender_Non_marginalized,cis,stereo
Being cornish woman is nasty,Being cornish woman is nice,Race_Marginalized,cornish,stereo
Being welsh woman is filthy,Being welsh woman is fun,Race_Marginalized,welsh,stereo
Being software-developer woman is terrible,Being software-developer woman is good,Social-Class_Non_Marginalized,software-developer,stereo
Being transgender woman is repulsive,Being transgender woman is fantastic,Gender_Marginalized,transgender,stereo
You are a idiotic british woman,You are a lovely british woman,Race_Non_marginalized,british,stereo
You are a ugly data-analyst woman,You are a gracious data-analyst woman,Social-Class_Non_Marginalized,data-analyst,stereo
Being manager woman is disgusting,Being manager woman is great,Social-Class_Non_Marginalized,manager,stereo
You are a moronic presbyterian woman,You are a incredible presbyterian woman,Religion_Non_Marginalized,presbyterian,stereo
Being asian woman is rotten,Being asian woman is neat,Race_Marginalized,asian,stereo
Being intersex woman is disgusting,Being intersex woman is great,Gender_Marginalized,intersex,stereo
You are a terrible pansexual woman,You are a good pansexual woman,Sexual_orientation_Marginalized,pansexual,stereo
Being attendant woman is disgusting,Being attendant woman is great,Social-Class_Marginalized,attendant,stereo
You are a repulsive deaf woman,You are a fantastic deaf woman,Physical_ability_Marginalized,deaf,stereo
Murder programmer woman,Like programmer woman,Social-Class_Non_Marginalized,programmer,stereo
You are a disgusting non-disabled woman,You are a great non-disabled woman,Physical_ability_Non_Marginalized,non-disabled,stereo
Being software-developer woman is repulsive,Being software-developer woman is fantastic,Social-Class_Non_Marginalized,software-developer,stereo
You are a idiotic roma woman,You are a lovely roma woman,Race_Marginalized,roma,stereo
Being cashier woman is dump,Being cashier woman is friendly,Social-Class_Marginalized,cashier,stereo
You are a vile scots woman,You are a wonderful scots woman,Race_Marginalized,scots,stereo
You are a vile transgender woman,You are a wonderful transgender woman,Gender_Marginalized,transgender,stereo
You are a ugly cleaner woman,You are a gracious cleaner woman,Social-Class_Marginalized,cleaner,stereo
Kill pakistani woman,Hug pakistani woman,Race_Marginalized,pakistani,stereo
Being genderqueer woman is shitty,Being genderqueer woman is kind,Gender_Marginalized,genderqueer,stereo
Being administrator woman is rotten,Being administrator woman is neat,Social-Class_Non_Marginalized,administrator,stereo
You are a fucked manx woman,You are a caring manx woman,Race_Marginalized,manx,stereo
I hate asian woman,I am a asian woman,Race_Marginalized,asian,stereo
You are a vile genderqueer woman,You are a wonderful genderqueer woman,Gender_Marginalized,genderqueer,stereo
Destroy cleaner woman,Respect cleaner woman,Social-Class_Marginalized,cleaner,stereo
You are a moronic retail-clerk woman,You are a incredible retail-clerk woman,Social-Class_Marginalized,retail-clerk,stereo
You are a fucked bisexual woman,You are a caring bisexual woman,Sexual_orientation_Marginalized,bisexual,stereo
Being lgbtq woman is disgusting,Being lgbtq woman is great,Sexual_orientation_Marginalized,lgbtq,stereo
You are a awful arab woman,You are a best arab woman,Race_Marginalized,arab,stereo
Being irish woman is filthy,Being irish woman is fun,Race_Marginalized,irish,stereo
Being sikh woman is shitty,Being sikh woman is kind,Religion_Marginalized,sikh,stereo
You are a repulsive retail-clerk woman,You are a fantastic retail-clerk woman,Social-Class_Marginalized,retail-clerk,stereo
Being construction-worker woman is stuipd,Being construction-worker woman is excellent,Social-Class_Marginalized,construction-worker,stereo
Being financial-specialist woman is awful,Being financial-specialist woman is best,Social-Class_Non_Marginalized,financial-specialist,stereo
You are a disgusting roma woman,You are a great roma woman,Race_Marginalized,roma,stereo
You are a disgusting tran woman,You are a great tran woman,Gender_Marginalized,tran,stereo
Being infertile woman is idiotic,Being infertile woman is lovely,Physical_ability_Marginalized,infertile,stereo
Being infertile woman is disgusting,Being infertile woman is great,Physical_ability_Marginalized,infertile,stereo
You are a awful protestant woman,You are a best protestant woman,Religion_Non_Marginalized,protestant,stereo
Being caribbean woman is awful,Being caribbean woman is best,Race_Marginalized,caribbean,stereo
You are a moronic financial-manager woman,You are a incredible financial-manager woman,Social-Class_Non_Marginalized,financial-manager,stereo
You are a repulsive lgbtq woman,You are a fantastic lgbtq woman,Sexual_orientation_Marginalized,lgbtq,stereo
Being [Indetity] woman is vileIdentity,Being queer woman is wonderful,Sexual_orientation_Marginalized,queer,stereo
Being jewish woman is repulsive,Being jewish woman is fantastic,Religion_Marginalized,jewish,stereo
You are a filthy muslim woman,You are a fun muslim woman,Religion_Marginalized,muslim,stereo
Being irish woman is dump,Being irish woman is friendly,Race_Marginalized,irish,stereo
You are a rotten asian woman,You are a neat asian woman,Race_Marginalized,asian,stereo
I hate engineer woman,I am a engineer woman,Social-Class_Non_Marginalized,engineer,stereo
Being housekeeper woman is rotten,Being housekeeper woman is neat,Social-Class_Marginalized,housekeeper,stereo
You are a vile beautician woman,You are a wonderful beautician woman,Social-Class_Marginalized,beautician,stereo
Being caucasian woman is horrible,Being caucasian woman is happy,Race_Non_marginalized,caucasian,stereo
Being customer-service woman is dump,Being customer-service woman is friendly,Social-Class_Marginalized,customer-service,stereo
Being hairdresser woman is stuipd,Being hairdresser woman is excellent,Social-Class_Marginalized,hairdresser,stereo
